CustomerID,Gender,Married,Age,Graduated,Profession,WorkExperience,SpendingScore,FamilySize,VehicleModel,VehicleType
460381,Male,0,28,1,Artist,11,Low,2,Sonata,Midsize
460384,Female,1,27,1,Marketing,8,Low,2,Palisade,Large
460387,Female,0,42,0,Entertainment,3,Low,2,Sonata,Midsize
460388,Female,0,43,1,Artist,14,Low,2,Sonata,Midsize
460389,Female,1,40,1,Healthcare,8,Average,2,Tucson,Midsize
460390,Male,0,41,1,Artist,9,Low,3,Grandeur,Large
460392,Male,1,46,0,Entertainment,8,Low,1,Grandeur,Large
460394,Female,0,32,1,Healthcare,9,Low,3,Palisade,Large
460397,Female,0,56,1,Entertainment,1,Low,1,Tucson,Midsize
460399,Male,0,28,1,Marketing,12,Low,1,Tucson,Midsize
460401,Female,0,25,1,Artist,0,Low,3,Grandeur,Large
460404,Male,1,42,1,Artist,6,Low,7,Grandeur,Large
460405,Female,0,41,1,Entertainment,5,Low,2,Tucson,Midsize
460406,Male,1,36,1,Healthcare,3,Low,2,Tucson,Midsize
460408,Female,0,42,1,Artist,2,Low,1,Tucson,Midsize
460409,Female,0,42,1,Artist,8,Low,4,Tucson,Midsize
460415,Female,0,55,1,Entertainment,1,Low,2,Tucson,Midsize
460422,Male,1,52,1,Entertainment,1,High,,Grandeur,Large
460431,Female,0,47,1,Engineer,1,Low,1,Tucson,Midsize
460434,Male,,57,1,Artist,2,High,3,Grandeur,Large
460437,Female,0,26,1,Artist,8,Low,1,Palisade,Large
460440,Female,0,28,0,Artist,5,Low,2,i10,Compact
460443,Female,0,37,1,Doctor,0,Low,1,Casper,Compact
460447,Male,,89,0,Lawyer,0,Low,1,Tucson,Midsize
460449,Male,0,25,0,Marketing,2,Low,1,Tucson,Midsize
460450,Male,1,50,1,Executive,1,High,4,Grandeur,Large
460453,Female,0,42,1,Doctor,5,Low,1,Sonata,Midsize
460454,Male,0,48,1,Artist,,Low,1,Palisade,Large
460457,Female,0,37,1,Entertainment,9,Low,,i10,Compact
460459,Female,0,30,0,Engineer,1,Low,5,Casper,Compact
460460,Male,1,26,0,Entertainment,2,Low,4,Tucson,Midsize
460467,Female,1,47,1,Artist,,Average,2,Sonata,Midsize
460470,Male,0,36,0,Healthcare,,Low,4,Tucson,Midsize
460476,Male,1,53,0,Doctor,,Average,4,Grandeur,Large
460477,Male,0,30,0,Entertainment,1,Low,6,Tucson,Midsize
460484,Female,0,20,0,Healthcare,4,Low,7,Casper,Compact
460485,Female,0,19,0,Marketing,8,Low,5,Casper,Compact
460489,Male,0,19,0,Healthcare,9,Low,6,Casper,Compact
460492,Female,0,37,0,Marketing,12,Low,,Casper,Compact
460495,Male,0,20,0,Healthcare,0,Low,6,Tucson,Midsize
460504,Male,0,39,0,Executive,,Average,3,Sonata,Midsize
460505,Female,0,26,1,Engineer,1,Low,3,Casper,Compact
460507,Male,0,31,0,Doctor,0,Low,4,Sonata,Midsize
460508,Male,1,31,1,Healthcare,2,High,3,Tucson,Midsize
460518,Female,1,41,1,Engineer,9,Average,3,Sonata,Midsize
460522,Female,1,32,0,Homemaker,,Average,2,Casper,Compact
460541,Female,1,42,1,Homemaker,0,Average,3,Santape,Midsize
460542,Female,1,89,0,Lawyer,1,Low,,Santape,Midsize
460545,Male,1,78,0,Lawyer,1,High,3,Santape,Midsize
460546,Female,1,65,1,Lawyer,1,Low,2,Santape,Midsize
460547,Female,1,48,1,Homemaker,0,Average,,Santape,Midsize
460549,Male,0,36,1,Artist,8,Low,2,Santape,Midsize
460550,Female,1,55,1,Artist,0,Average,4,Santape,Midsize
460551,Male,1,52,1,Engineer,0,Average,2,Grandeur,Large
460555,Male,1,52,1,Homemaker,7,Average,3,Grandeur,Large
460556,Female,1,41,1,,1,Low,1,Santape,Midsize
460558,Female,1,36,1,Engineer,,Low,1,Casper,Compact
460561,Female,0,37,0,Engineer,7,Low,1,Casper,Compact
460563,Female,0,40,0,Healthcare,1,Low,2,Santape,Midsize
460566,Male,1,38,1,Homemaker,,Average,2,Santape,Midsize
460571,Male,0,25,0,Doctor,0,Low,3,Santape,Midsize
460572,Female,0,33,1,Engineer,1,Low,4,Casper,Compact
460574,Male,0,26,1,Artist,1,Low,1,Santape,Midsize
460582,Female,0,28,0,Entertainment,0,Low,1,i10,Compact
460583,Male,0,18,0,Marketing,0,Low,6,Santape,Midsize
460585,Male,0,52,0,Entertainment,0,Low,3,Palisade,Large
460586,Male,0,26,1,Healthcare,0,Low,2,Santape,Midsize
460588,Male,0,18,0,Healthcare,0,Low,4,Santape,Midsize
460597,Female,0,20,0,Marketing,1,Low,2,i10,Compact
460598,Female,1,36,1,Doctor,0,Average,3,i10,Compact
460605,Male,1,27,1,Doctor,8,Average,2,Santape,Midsize
460606,Male,0,21,0,Healthcare,,Low,5,Santape,Midsize
460612,Male,0,27,1,Entertainment,8,Low,4,Santape,Midsize
460615,Female,0,28,1,Healthcare,,Low,,Casper,Compact
460618,Male,1,63,1,Lawyer,,Low,4,Grandeur,Large
460619,Male,0,48,1,Entertainment,,Low,,Grandeur,Large
460621,Male,1,80,1,Lawyer,1,Low,2,Santape,Midsize
460622,Female,1,71,1,Lawyer,7,High,3,Santape,Midsize
460626,Male,1,47,0,Doctor,8,High,4,Grandeur,Large
460627,Female,0,22,0,,1,Low,4,Casper,Compact
460633,Male,1,35,1,,,High,2,Santape,Midsize
460634,Female,0,40,0,Entertainment,,Low,6,Santape,Midsize
460637,Female,0,18,0,Healthcare,1,Low,4,Casper,Compact
460638,Female,0,26,1,Artist,0,Low,4,Casper,Compact
460639,Female,1,73,1,Lawyer,,Low,5,Santape,Midsize
460640,Male,1,86,,Lawyer,,Low,1,Santape,Midsize
460645,Female,0,37,0,Doctor,1,Low,2,Casper,Compact
460646,Male,1,59,1,Entertainment,,Low,,Grandeur,Large
460653,Female,0,28,0,Homemaker,8,Low,1,Santape,Midsize
460656,Female,1,29,1,Artist,9,Low,3,i10,Compact
460658,Female,1,37,1,Marketing,7,Average,3,Casper,Compact
460659,Female,1,46,1,Marketing,,Average,3,Santape,Midsize
460660,Male,0,39,,Entertainment,6,Low,1,Santape,Midsize
460661,Female,0,33,0,Homemaker,8,Low,1,Santape,Midsize
460668,Female,0,32,1,Doctor,,Low,2,i10,Compact
460678,Female,0,32,0,Doctor,6,Low,2,Santape,Midsize
460686,Female,,25,0,Homemaker,8,Low,1,Casper,Compact
460687,Female,1,48,1,Homemaker,9,Average,2,Santape,Midsize
460691,Female,0,27,0,Homemaker,8,Low,1,i10,Compact
460702,Female,0,49,1,Artist,1,Low,1,Santape,Midsize
460703,Female,1,33,1,Engineer,8,Average,5,Santape,Midsize
460706,Female,0,33,0,Engineer,7,Low,6,i10,Compact
460708,Male,1,39,1,Artist,0,Low,3,Santape,Midsize
460716,Male,1,50,1,Entertainment,0,Average,4,Grandeur,Large
460719,Female,1,84,1,Lawyer,0,Low,,Santape,Midsize
460720,Female,1,46,1,Artist,0,Average,2,Santape,Midsize
460722,Male,1,31,0,Entertainment,0,Average,3,Tucson,Midsize
460726,Male,1,57,1,Artist,3,Average,2,Grandeur,Large
460727,Male,1,73,0,Executive,1,High,4,Tucson,Midsize
460729,Male,1,36,1,Entertainment,9,Low,4,Tucson,Midsize
460733,Male,0,53,1,Marketing,2,Low,4,Palisade,Large
460734,Male,1,41,1,Entertainment,9,Average,,Grandeur,Large
460738,Female,0,53,0,Engineer,0,Low,,Tucson,Midsize
460740,Male,1,35,1,Artist,2,Average,3,Tucson,Midsize
460743,Male,1,62,1,Artist,0,Average,3,Grandeur,Large
460746,Male,0,23,0,Marketing,0,Low,3,Tucson,Midsize
460763,Male,0,51,1,Artist,1,Low,2,Grandeur,Large
460769,Female,1,83,0,Lawyer,1,High,2,Sonata,Midsize
460780,Female,0,26,1,Healthcare,0,Low,2,Casper,Compact
460783,Male,1,86,1,Lawyer,1,Low,1,Tucson,Midsize
460785,Male,0,26,1,Healthcare,0,Low,4,Tucson,Midsize
460789,Male,1,42,1,Executive,0,Low,3,Grandeur,Large
460794,Female,1,41,1,Homemaker,9,Low,1,Tucson,Midsize
460796,Male,1,67,0,Lawyer,0,Low,3,Grandeur,Large
460802,Male,1,68,1,Lawyer,1,High,2,Palisade,Large
460811,Female,1,45,0,Engineer,0,High,2,Tucson,Midsize
460813,Female,1,86,0,Lawyer,0,High,2,Tucson,Midsize
460815,Male,1,62,1,Artist,0,High,2,Grandeur,Large
460822,Male,1,42,1,Artist,1,Low,2,Palisade,Large
460825,Male,0,26,1,Doctor,0,Low,3,Tucson,Midsize
460828,Male,0,48,0,Entertainment,1,Low,1,Grandeur,Large
460830,Male,1,40,0,Entertainment,3,Average,5,Grandeur,Large
460831,Male,0,20,0,Healthcare,0,Low,4,Sonata,Midsize
460837,Female,0,25,1,Artist,1,Low,1,Sonata,Midsize
460838,Male,0,37,1,Artist,1,Low,,Tucson,Midsize
460840,Male,1,77,1,Lawyer,1,Low,1,Sonata,Midsize
460844,Male,1,50,1,Healthcare,,Low,2,Grandeur,Large
460846,Female,0,22,0,Marketing,0,Low,4,Casper,Compact
460847,Male,0,26,1,Artist,1,Low,3,Tucson,Midsize
460851,Male,1,71,0,Doctor,0,Average,3,Sonata,Midsize
460855,Male,1,50,1,Artist,,Low,2,Grandeur,Large
460857,Male,0,29,0,Entertainment,1,Low,1,Sonata,Midsize
460859,Male,1,51,1,Entertainment,,Low,4,Grandeur,Large
460860,Male,1,52,1,Artist,6,Average,4,Grandeur,Large
460861,Male,0,20,0,Healthcare,1,Low,3,Tucson,Midsize
460866,Male,0,26,1,Doctor,0,Low,9,Tucson,Midsize
460870,Male,0,37,1,Healthcare,,Low,,Tucson,Midsize
460871,Female,0,33,1,Healthcare,,Low,,Casper,Compact
460872,Female,1,39,1,Artist,0,Low,2,Tucson,Midsize
460877,Female,1,53,0,Artist,1,Average,5,Tucson,Midsize
460878,Male,1,49,0,Entertainment,0,Average,4,Palisade,Large
460882,Male,0,21,0,Healthcare,0,Low,2,Tucson,Midsize
460888,Male,1,39,0,Homemaker,8,Low,1,Tucson,Midsize
460891,Female,1,38,0,Artist,2,Average,4,Tucson,Midsize
460897,Male,0,22,0,Healthcare,4,Low,4,Tucson,Midsize
460898,Male,1,52,0,Artist,2,Average,4,Palisade,Large
460899,Male,0,40,1,Entertainment,,Low,3,Grandeur,Large
460901,Male,0,20,0,Doctor,8,Low,3,Tucson,Midsize
460902,Male,0,41,1,Executive,1,Low,3,Palisade,Large
460905,Male,0,30,1,Artist,1,Low,1,Tucson,Midsize
460906,Female,1,89,1,Lawyer,1,High,3,Sonata,Midsize
460907,Male,1,83,0,Lawyer,1,High,3,Tucson,Midsize
460923,Male,1,53,1,Artist,0,Average,3,Grandeur,Large
460924,Male,0,31,0,Doctor,1,Low,5,Sonata,Midsize
460928,Male,1,48,1,Artist,1,Average,4,Grandeur,Large
460934,Female,0,29,0,Doctor,0,Low,2,Sonata,Midsize
460935,Male,1,87,1,Lawyer,0,Low,1,Tucson,Midsize
460945,Male,0,19,0,Engineer,4,Low,7,Sonata,Midsize
460953,Male,1,60,0,Entertainment,1,Low,2,Palisade,Large
460961,Male,0,23,0,Healthcare,1,Low,2,Tucson,Midsize
460962,Male,1,61,1,Executive,9,High,4,Palisade,Large
460963,Female,0,27,1,Artist,1,Low,3,Casper,Compact
460968,Male,1,32,0,Doctor,14,Average,2,Tucson,Midsize
460975,Male,1,79,,Lawyer,0,High,2,Sonata,Midsize
460976,Male,0,19,0,Healthcare,1,Low,4,Tucson,Midsize
460977,Male,1,42,1,Executive,0,High,3,Grandeur,Large
460979,Male,1,76,0,Lawyer,1,Low,1,Tucson,Midsize
460981,Female,1,41,0,Marketing,1,Average,2,Tucson,Midsize
460984,Male,1,38,1,Entertainment,0,Average,4,Sonata,Midsize
460988,Male,1,43,1,Entertainment,0,Average,3,Palisade,Large
460989,Male,0,19,0,Healthcare,1,Low,3,Tucson,Midsize
460991,Female,0,28,1,Healthcare,1,Low,3,Tucson,Midsize
460993,Male,1,56,1,Artist,0,Average,4,Grandeur,Large
460999,Male,0,28,1,Engineer,0,Low,3,Sonata,Midsize
461000,Male,1,60,0,Marketing,1,High,2,Grandeur,Large
461001,Female,0,55,1,Artist,0,Low,,Sonata,Midsize
461015,Male,1,35,1,Entertainment,1,Average,2,Tucson,Midsize
461016,Male,0,25,0,Healthcare,5,Low,5,Tucson,Midsize
461022,Male,1,71,1,Artist,1,Low,1,Sonata,Midsize
461023,Male,1,65,0,Lawyer,,High,2,Grandeur,Large
461024,Male,1,74,1,Lawyer,1,Low,1,Tucson,Midsize
461028,Female,0,20,0,Healthcare,5,Low,4,Casper,Compact
461029,Male,1,43,0,Entertainment,9,Low,2,Grandeur,Large
461034,Female,0,20,0,Marketing,3,Low,6,i10,Compact
461037,Male,1,40,1,Healthcare,,High,5,Grandeur,Large
461038,Female,1,46,1,Engineer,0,High,5,Tucson,Midsize
461041,Female,1,65,0,Lawyer,1,High,7,Tucson,Midsize
461042,Male,0,21,0,Healthcare,0,Low,,Sonata,Midsize
461043,Male,1,50,0,Healthcare,1,Low,7,Palisade,Large
461044,Male,0,18,0,Healthcare,0,Low,5,Tucson,Midsize
461049,Female,1,61,1,Doctor,1,Low,7,Tucson,Midsize
461050,Male,1,49,1,,1,High,3,Grandeur,Large
461053,Male,1,39,0,Executive,,High,4,Tucson,Midsize
461059,Female,1,52,0,Lawyer,1,High,2,Sonata,Midsize
461060,Male,1,56,1,Executive,0,High,5,Grandeur,Large
461065,Male,1,55,1,Executive,,Low,6,Grandeur,Large
461071,Male,1,42,0,Engineer,1,Average,5,Grandeur,Large
461078,Female,0,33,0,Homemaker,0,Low,6,Tucson,Midsize
461082,Male,0,19,0,Healthcare,8,Low,4,Sonata,Midsize
461085,Female,0,27,0,Engineer,1,Low,1,Santape,Midsize
461093,Female,1,38,1,Artist,1,Average,4,Casper,Compact
461099,Female,0,38,0,Artist,1,Low,4,Casper,Compact
461111,Female,1,43,1,Doctor,8,Low,1,Santape,Midsize
461114,Male,1,53,1,Artist,1,Average,4,Grandeur,Large
461116,Male,1,33,0,Executive,4,High,4,Santape,Midsize
461118,Female,0,30,1,Healthcare,7,Low,,Casper,Compact
461119,Female,0,22,0,Healthcare,6,Low,3,i10,Compact
461121,Male,0,33,0,Doctor,0,Low,4,Santape,Midsize
461124,Male,0,21,0,Healthcare,1,Low,8,Santape,Midsize
461127,Male,0,20,0,Healthcare,1,Low,5,Santape,Midsize
461128,Male,0,19,0,Healthcare,7,Low,3,Santape,Midsize
461129,Female,1,58,1,Entertainment,1,Average,4,Santape,Midsize
461131,Male,1,67,1,Artist,1,High,,Grandeur,Large
461145,Female,1,36,1,Entertainment,1,Low,2,Santape,Midsize
461152,Female,0,30,0,Homemaker,8,Low,,Casper,Compact
461154,Male,0,23,0,Homemaker,1,Low,4,Santape,Midsize
461158,Female,0,42,1,Entertainment,1,Low,,Santape,Midsize
461162,Female,0,37,0,Marketing,8,Low,3,i10,Compact
461163,Female,1,58,0,Entertainment,9,Low,4,Santape,Midsize
461168,Female,1,26,0,Engineer,7,Average,2,Kona,Small
461169,Male,0,39,1,Entertainment,9,Low,2,Santape,Midsize
461174,Female,0,23,0,Marketing,,Low,4,Venue,Small
461177,Male,1,41,0,Executive,8,Average,4,Grandeur,Large
461178,Male,1,26,0,Entertainment,0,Low,3,Santape,Midsize
461179,Female,1,25,0,Engineer,3,Low,3,Casper,Compact
461181,Male,0,19,0,Healthcare,1,Low,4,Santape,Midsize
461183,Male,0,36,0,Executive,0,Low,5,Santape,Midsize
461187,Male,0,29,0,Healthcare,9,Low,4,Santape,Midsize
461197,Male,0,26,0,Marketing,1,Low,1,Santape,Midsize
461198,Female,0,78,1,Lawyer,,Low,1,Santape,Midsize
461201,Female,0,55,1,Artist,,Low,1,Santape,Midsize
461205,Male,0,26,1,Healthcare,,Low,3,Santape,Midsize
461211,Female,0,46,1,Entertainment,0,Low,1,Santape,Midsize
461214,Male,0,29,0,Healthcare,0,Low,4,Santape,Midsize
461215,Female,0,36,1,Artist,10,Low,1,i10,Compact
461218,Male,1,27,0,Executive,1,Low,6,Santape,Midsize
461220,Female,0,29,0,Executive,8,Low,3,Venue,Small
461221,Female,0,25,0,Marketing,1,Low,4,Casper,Compact
461225,Female,0,30,0,Marketing,10,Low,6,Casper,Compact
461226,Male,1,45,1,,1,Low,2,Grandeur,Large
461230,Female,0,21,0,Executive,0,Low,,Kona,Small
461232,Female,1,41,1,Executive,,High,,Santape,Midsize
461233,Male,1,38,1,Entertainment,,Low,,Santape,Midsize
461236,Female,0,28,1,Healthcare,9,Low,1,Casper,Compact
461237,Male,0,33,1,Doctor,1,Low,5,Santape,Midsize
461241,Male,1,31,1,Healthcare,7,Low,2,Santape,Midsize
461242,Male,1,45,1,Healthcare,0,Low,2,Grandeur,Large
461243,Male,1,47,1,Marketing,0,Low,5,Grandeur,Large
461248,Female,0,39,0,Healthcare,0,Low,1,Casper,Compact
461251,Female,0,47,1,Marketing,1,Low,,Santape,Midsize
461252,Female,1,53,1,Doctor,0,Low,1,Santape,Midsize
461256,Male,0,27,0,Doctor,1,Low,4,Santape,Midsize
461257,Male,1,37,1,Engineer,1,Average,2,Santape,Midsize
461258,Female,1,62,1,Artist,1,Average,3,Santape,Midsize
461262,Female,0,29,0,Engineer,0,Low,7,Casper,Compact
461263,Female,1,51,1,Artist,0,Low,1,Santape,Midsize
461265,Male,0,30,0,Marketing,1,Low,6,Santape,Midsize
461269,Male,0,18,0,Entertainment,0,Low,4,Santape,Midsize
461274,Female,1,87,1,Lawyer,,High,2,Santape,Midsize
461276,Male,1,68,1,Marketing,0,Low,2,Palisade,Large
461277,Male,1,84,1,Lawyer,5,Low,1,Santape,Midsize
461281,Male,0,22,0,Healthcare,2,Low,9,Santape,Midsize
461286,Female,0,22,0,Doctor,2,Low,4,Casper,Compact
461289,Male,0,21,0,Healthcare,1,Low,3,Santape,Midsize
461292,Female,1,89,0,Lawyer,,High,2,Santape,Midsize
461297,Male,1,73,0,Lawyer,0,High,2,Santape,Midsize
461299,Female,1,75,1,Lawyer,0,High,2,Santape,Midsize
461303,Female,0,20,0,Doctor,6,Low,4,Casper,Compact
461308,Male,0,22,0,Healthcare,1,Low,2,Santape,Midsize
461309,Female,0,22,0,Healthcare,0,Low,4,Casper,Compact
461313,Male,1,63,1,Artist,0,Average,,Grandeur,Large
461314,Male,1,46,1,Artist,1,Average,3,Palisade,Large
461319,Male,1,58,0,Artist,0,Average,2,Palisade,Large
461320,Female,0,41,1,Artist,1,Low,3,Santape,Midsize
461322,Male,1,42,1,Artist,0,Average,2,Grandeur,Large
461323,Female,1,43,1,Healthcare,6,Average,2,Santape,Midsize
461324,Female,0,49,1,Artist,3,Low,1,Santape,Midsize
461326,Female,0,40,1,Artist,0,Low,1,Santape,Midsize
461335,Male,1,53,0,Executive,8,High,2,Grandeur,Large
461340,Male,1,36,1,Artist,4,Average,2,Santape,Midsize
461346,Male,1,50,1,Artist,8,Low,2,Grandeur,Large
461348,Male,1,42,1,Healthcare,1,Low,1,Grandeur,Large
461350,Male,0,30,0,Healthcare,0,Low,4,Santape,Midsize
461352,Male,0,29,0,Healthcare,2,Low,5,Santape,Midsize
461356,Male,0,28,1,Entertainment,1,Low,2,Santape,Midsize
461357,Male,0,27,1,Healthcare,1,Low,4,Santape,Midsize
461363,Male,0,49,1,Artist,0,Low,1,Grandeur,Large
461366,Male,0,32,1,Healthcare,1,Low,1,Santape,Midsize
461370,Male,0,25,1,Doctor,1,Low,3,Santape,Midsize
461377,Female,1,63,1,Artist,,Low,1,Santape,Midsize
461378,Female,0,42,1,Artist,8,Low,1,Santape,Midsize
461379,Male,0,31,1,Healthcare,1,Low,,Santape,Midsize
461383,Male,1,71,1,Artist,0,High,2,Santape,Midsize
461388,Male,0,20,0,Healthcare,,Low,5,Santape,Midsize
461397,Male,0,22,0,Healthcare,1,Low,4,Santape,Midsize
461402,Female,0,29,1,Entertainment,1,Low,5,i10,Compact
461408,Male,1,47,1,Marketing,0,Low,3,Grandeur,Large
461421,Male,1,43,1,Artist,,Average,3,Grandeur,Large
461423,Male,0,32,1,Artist,1,Low,3,Santape,Midsize
461426,Male,1,47,1,Artist,7,Average,2,Grandeur,Large
461428,Male,0,46,1,Artist,0,Low,1,Palisade,Large
461432,Female,1,41,1,Artist,1,Average,2,Santape,Midsize
461437,Male,1,37,1,Entertainment,0,Average,2,Santape,Midsize
461439,Male,1,40,1,Artist,0,Average,2,Grandeur,Large
461441,Male,1,60,1,Artist,0,Average,4,Grandeur,Large
461442,Male,1,46,1,Artist,0,Average,6,Palisade,Large
461454,Female,1,36,1,Artist,6,High,4,i10,Compact
461456,Female,0,38,0,Marketing,0,Low,1,i10,Compact
461457,Female,1,32,0,Doctor,0,Low,5,Casper,Compact
461458,Female,0,41,1,Artist,5,Low,1,Santape,Midsize
461462,Male,1,56,1,Marketing,0,Low,3,Palisade,Large
461465,Male,1,31,1,Artist,8,Average,2,Santape,Midsize
461466,Male,1,45,0,Artist,0,Low,2,Palisade,Large
461468,Male,1,69,1,Entertainment,,Average,3,Grandeur,Large
461469,Male,1,37,1,Artist,0,Low,2,Santape,Midsize
461476,Male,1,47,1,Artist,1,Average,4,Palisade,Large
461479,Female,1,52,1,Artist,1,Average,3,Santape,Midsize
461480,Female,1,57,1,Artist,1,High,3,Santape,Midsize
461482,Female,0,50,1,Artist,9,Low,1,Santape,Midsize
461494,Male,1,27,0,Engineer,0,Average,2,Santape,Midsize
461501,Female,1,45,1,Engineer,1,High,3,Santape,Midsize
461503,Female,0,30,1,Artist,8,Low,2,Casper,Compact
461510,Male,1,45,1,Artist,0,Low,2,Grandeur,Large
461514,Male,0,30,0,Healthcare,1,Low,4,Santape,Midsize
461516,Male,1,31,1,Entertainment,1,Average,3,Santape,Midsize
461518,Female,1,45,1,Artist,1,Average,4,Santape,Midsize
461521,Male,1,67,1,Artist,0,High,2,Grandeur,Large
461522,Male,1,76,0,Executive,1,High,2,Santape,Midsize
461525,Male,1,69,1,Entertainment,0,Low,2,Grandeur,Large
461526,Male,1,83,0,Entertainment,0,Low,2,Santape,Midsize
461530,Male,1,38,1,Engineer,0,Low,2,Santape,Midsize
461534,Male,1,36,1,Artist,0,Low,1,Santape,Midsize
461540,Male,0,41,1,,2,Low,2,Palisade,Large
461546,Female,1,69,0,Lawyer,0,Low,3,Santape,Midsize
461548,Female,0,33,1,Engineer,0,Low,3,i10,Compact
461553,Male,0,38,1,Artist,1,Low,3,Santape,Midsize
461556,Female,1,48,1,Engineer,1,Average,2,Santape,Midsize
461558,Male,1,51,1,Engineer,2,Average,2,Palisade,Large
461564,Male,1,56,1,Executive,1,High,2,Grandeur,Large
461570,Male,1,57,1,Artist,0,Average,3,Palisade,Large
461574,Female,1,49,1,Artist,1,Average,3,Santape,Midsize
461587,Male,0,30,1,Healthcare,0,Low,3,Santape,Midsize
461593,Female,1,40,1,Doctor,8,Average,2,Santape,Midsize
461602,Female,0,30,1,Artist,0,Low,,Casper,Compact
461604,Male,1,38,0,Entertainment,0,Average,2,Santape,Midsize
461612,Female,0,31,1,Healthcare,8,Low,5,Casper,Compact
461615,Male,0,33,1,Doctor,0,Low,2,Santape,Midsize
461617,Male,0,50,1,Artist,0,Low,2,Palisade,Large
461619,Male,1,52,1,Executive,,High,3,Grandeur,Large
461624,Female,1,39,1,Artist,0,Average,,Casper,Compact
461626,Male,1,73,1,Executive,0,High,2,Santape,Midsize
461630,Male,1,46,1,Artist,0,Average,3,Palisade,Large
461637,Male,1,50,1,Artist,0,Low,2,Palisade,Large
461644,Male,0,30,0,Healthcare,0,Low,6,Santape,Midsize
461653,Female,1,60,1,Doctor,0,Average,2,Santape,Midsize
461655,Female,1,39,1,Homemaker,9,Average,2,Casper,Compact
461658,Female,1,59,1,Artist,1,Average,2,Santape,Midsize
461659,Female,1,51,1,Artist,0,Average,2,Santape,Midsize
461661,Female,1,40,1,Artist,5,Average,2,Santape,Midsize
461663,Male,0,23,0,Healthcare,1,Low,3,Santape,Midsize
461668,Male,1,53,1,Artist,4,Average,4,Grandeur,Large
461671,Male,0,32,0,Healthcare,7,Low,5,Santape,Midsize
461674,Male,1,52,1,Executive,0,High,4,Grandeur,Large
461676,Female,0,31,1,Engineer,0,Low,1,i10,Compact
461679,Male,0,30,1,Healthcare,3,Low,4,Santape,Midsize
461681,Male,0,25,1,Healthcare,8,Low,3,Santape,Midsize
461683,Male,1,40,1,Executive,1,High,4,Palisade,Large
461685,Female,0,27,1,Healthcare,4,Low,4,Casper,Compact
461686,Male,1,61,1,Artist,0,Low,2,Grandeur,Large
461690,Female,0,33,1,Engineer,1,Low,1,Casper,Compact
461694,Male,0,28,1,Doctor,1,Low,4,Santape,Midsize
461695,Female,1,48,1,Artist,2,Average,2,Santape,Midsize
461698,Female,1,73,1,Artist,0,High,2,Santape,Midsize
461701,Male,1,36,0,Artist,0,Average,2,Santape,Midsize
461705,Female,0,32,0,Healthcare,0,Low,4,Casper,Compact
461708,Male,1,82,0,Lawyer,0,High,2,Palisade,Large
461709,Male,0,28,1,Artist,1,Low,3,Tucson,Midsize
461711,Female,0,42,1,Artist,8,Low,3,Sonata,Midsize
461716,Female,1,60,1,Lawyer,6,High,9,Tucson,Midsize
461720,Female,0,46,1,Artist,1,Low,1,Tucson,Midsize
461722,Male,0,31,0,Doctor,0,Low,3,Tucson,Midsize
461724,Female,1,50,1,Artist,1,Low,1,Sonata,Midsize
461725,Female,0,30,1,Engineer,3,Low,1,i10,Compact
461727,Female,0,49,1,Artist,1,Low,3,Tucson,Midsize
461737,Female,1,51,1,Doctor,0,Average,6,Tucson,Midsize
461738,Female,1,46,1,,,Average,3,Tucson,Midsize
461744,Male,1,53,1,Artist,0,Average,4,Palisade,Large
461747,Male,1,65,1,Artist,0,High,2,Grandeur,Large
461749,Female,0,22,0,Healthcare,0,Low,5,Casper,Compact
461752,Male,1,65,1,Doctor,1,Average,3,Palisade,Large
461756,Female,1,39,1,Engineer,0,Average,2,i10,Compact
461760,Male,1,84,1,Artist,0,High,2,Grandeur,Large
461769,Male,0,37,1,Artist,0,Low,1,Sonata,Midsize
461771,Male,1,28,1,Doctor,8,Average,2,Tucson,Midsize
461775,Female,1,82,0,Lawyer,0,High,2,Tucson,Midsize
461778,Female,1,87,1,Lawyer,0,High,2,Tucson,Midsize
461780,Female,0,69,1,Lawyer,1,Low,5,Tucson,Midsize
461782,Female,1,51,1,Artist,,High,5,Tucson,Midsize
461784,Female,1,74,1,Lawyer,1,Low,1,Tucson,Midsize
461788,Female,1,79,1,Lawyer,1,High,2,Sonata,Midsize
461791,Female,0,21,0,Lawyer,9,Low,1,Casper,Compact
461792,Female,0,20,0,Healthcare,5,Low,5,Casper,Compact
461800,Female,0,43,1,Doctor,3,Low,1,Tucson,Midsize
461801,Female,0,25,0,Healthcare,1,Low,3,Casper,Compact
461802,Male,0,43,1,Artist,0,Low,4,Grandeur,Large
461804,Female,0,42,1,Artist,1,Low,1,Tucson,Midsize
461807,Male,0,25,1,Doctor,10,Low,4,Tucson,Midsize
461815,Male,1,59,1,Artist,0,Low,1,Grandeur,Large
461816,Female,0,49,1,Marketing,0,Low,5,Tucson,Midsize
461821,Female,0,32,0,Doctor,1,Low,4,Casper,Compact
461822,Male,1,36,1,Artist,8,High,2,Tucson,Midsize
461824,Male,1,45,1,Marketing,9,Low,3,Grandeur,Large
461832,Male,0,29,1,Healthcare,,Low,3,Tucson,Midsize
461837,Male,1,37,1,Artist,0,Low,2,Tucson,Midsize
461845,Female,1,48,1,Doctor,1,Average,4,Tucson,Midsize
461846,Female,0,65,1,Artist,0,Low,2,Sonata,Midsize
